"idade_posse","valor_total_declarado","nome_completo","municipio","partido","uf_nascimento","genero","grau_instrucao","estado_civil","declar_racial","reeleicao","declar_bens","situacao"
"38","466","JOZIVALDO RIBEIRO MESQUITA","OURILÂNDIA DO NORTE","DEM","MA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"44","1335.5","MARCELO QUEIROZ DE OLIVEIRA","OURILÂNDIA DO NORTE","PSB","TO","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","AMARELA","N","S","NÃO ELEITO"
"46","1593.3","MOISÉS SILVA PAIXÃO","VISEU","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"43","500","ZIMAR FERNANDES DE PADUA","ÓBIDOS","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"39","1000","ANA CRISTINA DA SILVA FARIAS","BELÉM","PDT","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"44","1500","ELIZANDRA DO NASCIMENTO FERREIRA","MAGALHÃES BARATA","MDB","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"38","4450","ROSIEL BARBOSA COELHO","BAIÃO","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"37","220","RENAN MONTEIRO GUIMARÃES","ORIXIMINÁ","PRTB","PA","MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)","PARDA","N","N","NÃO ELEITO"
"47","1000","ARIVALDO SARAIVA FERREIRA","TERRA ALTA","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","S","S","NÃO ELEITO"
"38","4282","VALDSON PEREIRA SOUSA","OURILÂNDIA DO NORTE","PATRIOTA","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"45","1984","CEZAR PANTOJA VIANA","LIMOEIRO DO AJURU","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"40","1130","JOANA PAULA ALVES NOGUEIRA","MUANÁ","REPUBLICANOS","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"48","2444","LUIZ MENESES DA SILVA","FLORESTA DO ARAGUAIA","AVANTE","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"55","8872","MANOEL CARDOSO DA SILVA","QUATIPURU","PDT","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"42","794.27","MANOEL DE JESUS ALMEIDA RODRIGUES","SÃO JOÃO DA PONTA","PT","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"39","3100","TIZIANE DA FONSECA MATOS","CURUÇÁ","PSDB","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","ELEITO"
"39","1780","ZICO TRINDADE PIRES","MUANÁ","REPUBLICANOS","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"42","1236.5","ELZA SILVA FREITAS BEZERRA","RONDON DO PARÁ","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","1000.01","HAILTON MEDINA DO NASCIMENTO","PARAGOMINAS","AVANTE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"39","1100","ROBERTO DE SOUSA ALVES","PARAGOMINAS","PTB","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"44","1567.5","EDNAURA MORAIS DE CAMPOS","JACAREACANGA","PSC","PA","FEMININO","LÊ E ESCREVE","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"41","200","JOSE IRAN LOPES DA COSTA","MÃE DO RIO","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"40","56.95","RONILSO QUEILO DE JESUS CORRÊA","PRAINHA","PSC","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"41","4630","SEBASTIÃO ALVES DIAS","NOVO PROGRESSO","MDB","PR","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"38","600","SIMONE MIRANDA BAHIA","ANANINDEUA","PSB","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"45","2675.5","FRANCISCO JOSÉ LOPES GOMES","NOVA ESPERANÇA DO PIRIÁ","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"40","4251.52","ELY RODRIGUES DE OLIVEIRA","CACHOEIRA DO PIRIÁ","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"45","419.9","DEUSVALDO RODRIGUES DA CONCEIÇÃO","PACAJÁ","PSB","TO","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","3285.8","FRANCINALDO SILVA GOMES","JACUNDÁ","PATRIOTA","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"41","6120","ELIEZER MARTINS DA SILVA","BREVES","PSC","PA","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"39","179","ANA CARLA VITELLI OLIVEIRA","SOURE","PRTB","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"41","1880","ADENILSON DA SILVA CARDOSO","ALENQUER","DEM","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"37","3456.4","ERIANA LEÃO DIAS","GURUPÁ","PT","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"38","700","KEILA DA CONCEIÇÃO FIGUEIREDO","SALVATERRA","CIDADANIA","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"39","3665","MARILENE LOBATO PINHEIRO","IGARAPÉ-MIRI","REPUBLICANOS","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"37","5594.27","MOISES BARRA DE OLIVEIRA","CAMETÁ","PT","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"37","3150.9","VALDECY CARVALHO DE SOUSA","MEDICILÂNDIA","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"37","1500.95","WLLISSES BAIA ALVES","PORTEL","PSDB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","3860","JONAS ALVES FERNANDES","SANTANA DO ARAGUAIA","CIDADANIA","MA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"38","1600","ELTON DYON DOS SANTOS LIMA","CURUÇÁ","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","641.35","ANTONIO ERIELTON PAIVA DA SILVA","NOVA ESPERANÇA DO PIRIÁ","MDB","MA","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","2444","DORIVALDO SANTOS SOUZA","FLORESTA DO ARAGUAIA","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","18240","JOSIMAR TOMAZ LIMA","JACUNDÁ","PATRIOTA","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"58","2600","NASINHA DE SOUSA","SANTANA DO ARAGUAIA","PTB","MA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","5000","ALEX RODRIGUES","REDENÇÃO","PSL","CE","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"57","1000","ADEVALDO RODRIGUES DOS SANTOS","ABEL FIGUEIREDO","MDB","MG","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","1758.09","AGUINALDO OLIVEIRA DO NASCIMENTO","NOVA TIMBOTEUA","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"58","3249.9","ALONSO DA SILVA FARIAS","MUANÁ","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","36000","GLEISSON OLIVEIRA DA SILVA","BELÉM","PSB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","S","S","ELEITO"
"40","250","JOSE PAULO SANTOS SILVA","VIGIA","PROS","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","364.35","OZEIAS JORGE FERREIRA","ALENQUER","PP","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"41","730","FRANCISCO RAIMUNDO GOMES VIEIRA","TAILÂNDIA","PL","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"38","2200","ARLINDO DOS SANTOS RODRIGUES","BARCARENA","PRTB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","10145.91","JUVENILSON DINIZ ALMEIDA","SANTARÉM","PV","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"53","200","ANTONIO DE SOUSA SILVA","NOVA IPIXUNA","PTB","MA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"42","514","EDENILSON DE SOUSA SANTANA","ALMEIRIM","DEM","PA","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"42","830","CLEBER MATEUS SILVA","TAILÂNDIA","PT","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"47","1200","GENECI DOS SANTOS SANTANA","SAPUCAIA","PSDB","TO","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","ELEITO"
"36","2878","FRANCINALDO ARAUJO MONTEL","CASTANHAL","PSD","MA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"41","800","ROSÉLIO CAJADO PONTES","MOJUÍ DOS CAMPOS","PSDB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","640","EDIVAN DOS SANTOS OLIVEIRA","NOVA IPIXUNA","PTB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
"46","750","MARIA DO AMPARO VIANA FERREIRA","SALVATERRA","PATRIOTA","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","750","JAMESON FREITAS DE MACEDO","BELÉM","PODE","PA","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","PARDA","N","N","NÃO ELEITO"
"48","3000","MARIZETE CARDOSO DOS SANTOS","CURIONÓPOLIS","PSD","MA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"43","10000","FLAVIA MARIA DA SILVA FERREIRA VILHENA","ABAETETUBA","PSB","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"45","594.27","WILSON SARAIVA NABATE","NOVA IPIXUNA","PT","MA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"37","70.45","EZIEL VIEIRA CORREA","IPIXUNA DO PARÁ","PSC","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"39","851.8","CLARA REGINA SALES DIAS","AURORA DO PARÁ","PSD","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"37","300","ALICE SILVA CARDOSO","SANTA LUZIA DO PARÁ","MDB","MA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","150","CLAUDIA MELO DOS SANTOS","ALENQUER","PSC","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
"43","200","DEUEL MOREIRA LIMA","RURÓPOLIS","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"39","2000","IVANILSON MONTEIRO DE GOES","ACARÁ","PSDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PRETA","N","N","NÃO ELEITO"
"38","2000","MAGNO RODRIGO PEREIRA MIRANDA","AURORA DO PARÁ","MDB","CE","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","S","S","ELEITO"
"38","1000","REGINA DE NAZARE FREITAS DA SILVA","SÃO MIGUEL DO GUAMÁ","CIDADANIA","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"49","1000","MARIA LOPES DA CONCEIÇÃO","ELDORADO DOS CARAJÁS","PSB","MA","FEMININO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"37","4000","RODRIGO SILVA NUNES","TUCURUÍ","AVANTE","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"40","895","CLAUDINEI BARBOSA DOS SANTOS","ABEL FIGUEIREDO","PSC","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"43","6051","CLAYTON GUIMARAES DE MARIA","JACUNDÁ","PODE","PA","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","S","S","ELEITO"
"37","4977","MÁRCIO LIMA DOS SANTOS","ANANINDEUA","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"41","150","MARCILENE MODESTO COSTA","MARAPANIM","PSD","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"39","1069.7","ANTONIO RAIMUNDO PEREIRA LIMA","TRAIRÃO","MDB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"39","1981.5","DIOGO PACHECO DE OLIVEIRA","ANANINDEUA","SOLIDARIEDADE","PA","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"47","1577","FRANCISCO DE SOUZA SILVA","SANTA MARIA DAS BARREIRAS","PL","MA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"41","1200","EVANIR MEDEIROS ARAUJO","OURÉM","DEM","MA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"41","640.9","MARIZA FERREIRA DA SILVA","GOIANÉSIA DO PARÁ","REPUBLICANOS","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"40","0.7","ERNANDES COSTA SANTOS","RONDON DO PARÁ","PC do B","PA","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"37","5000","KLEBERSON CORREA DA LUZ SILVA","ANANINDEUA","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","1603.11","ALLAN THYERRY PINTO DE OLIVEIRA","PEIXE-BOI","PV","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"42","7110.37","ELENILSON DOS SANTOS PESSOA","PLACAS","PSDB","MA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"38","442.7","JOANDERSON SAMPAIO","MEDICILÂNDIA","PSC","ES","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","1000","NÁGILA TORRES PAULO","PORTO DE MOZ","REPUBLICANOS","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"42","2630","ALCIONE MARQUES ROCHA","JACUNDÁ","PODE","PA","FEMININO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"39","3950","CLEBSON CAMPOS DE OLIVEIRA","BARCARENA","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"43","2036.22","CELIO MOREIRA GOMES","ÓBIDOS","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"39","1244.27","SADOC LOPES DE OLIVEIRA","ACARÁ","PT","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","PRETA","N","S","ELEITO"
"44","30000","ANA PAULA AMORIM DA SILVA HOLLES","BELÉM","PSDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"42","1000","JOÃO DIAS REZENDE","ABEL FIGUEIREDO","PP","BA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"45","800","JOSE ROBERTO DA SILVA BATISTA","MUANÁ","PROS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"43","5978.95","ROMILSON CAMPOS DA SILVA","ITAITUBA","AVANTE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","867","ELIFAS PEDREIRA DA SILVA","VISEU","PL","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","BRANCA","N","S","ELEITO"
"37","1265","JOSE ANTONIO DA SILVA ARAUJO","AURORA DO PARÁ","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"62","12290","MARIA JOSÉ DOS SANTOS CAVALCANTE","ANANINDEUA","PSD","PA","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
"38","600","AMARILDO DOS SANTOS CONCEIÇÃO","SÃO CAETANO DE ODIVELAS","PSDB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"44","400","MARIA DA CONCEIÇÃO SILVA E SILVA","MOJUÍ DOS CAMPOS","DEM","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"39","33440","IGOR GUAPINDAIA DE ANDRADE","BELÉM","SOLIDARIEDADE","RJ","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","N","ELEITO"
"44","160","JORGE DOS SANTOS NASCIMENTO","PAU D ARCO","SOLIDARIEDADE","MA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"37","300","JOSE JARBIAN GALVÃO DE LIMA","CASTANHAL","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"42","2046.18","RONNIVON HONORATO DA SILVA","SÃO GERALDO DO ARAGUAIA","MDB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"39","1444","CARLOS ANDRE COUTINI COSTA","FLORESTA DO ARAGUAIA","AVANTE","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"46","3449","RONIVALDO MELO GOUVEIA","BREVES","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"43","1700","ANA CILEIDE DOS SANTOS","BREJO GRANDE DO ARAGUAIA","PDT","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
"50","7710.4","VANILDA GONSALVES DA SILVA","SÃO FÉLIX DO XINGU","PSDB","GO","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"37","5684.8","GEOVANE LOPES DA SILVA","BREJO GRANDE DO ARAGUAIA","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SEM INFORMAÇÃO","N","S","ELEITO"
"64","1400","PEDRO GERALDO RAMOS","TUCURUÍ","SOLIDARIEDADE","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"50","330","JACQUELINE FARIAS DA SILVA","TAILÂNDIA","PDT","RN","FEMININO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","BRANCA","N","S","NÃO ELEITO"
"38","680","MÁRCIO ARAÚJO DOS ANJOS","ALMEIRIM","PODE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
"38","170","ANA LUCIA OLIVEIRA DA COSTA","URUARÁ","PSDB","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","2166","FRANK LUIS DA SILVA MATOS","BELÉM","SOLIDARIEDADE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"38","700","DIVANICE MIRANDA FONTENELE","RURÓPOLIS","MDB","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"39","2175.67","GESSIRANE DA SILVA ALVES","JACUNDÁ","AVANTE","MA","FEMININO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"40","2816","WARLLES RIBEIRO DA SILVA","TUCUMÃ","PATRIOTA","GO","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"38","12316.57","ADEMIR BITENCOURT AZEVEDO","ABAETETUBA","PSOL","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"39","2750","MAURO CELSO ALVES DA SILVA","BELÉM","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"39","200","EMANUEL SARMENTO DOS SANTOS","SALVATERRA","PODE","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"46","2950","MARIA RAIMUNDA DE LIMA NASCIMENTO","SANTA LUZIA DO PARÁ","PSB","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","3766.8","IZAIAS FERNANDES DA SILVA","OURILÂNDIA DO NORTE","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"40","150","RAIMUNDO REINALDO LOPES DE MELO","MARAPANIM","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"42","8714.28","JOSÉ CÉLIO MINEIRO BORGES","ANANINDEUA","PROS","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"40","2399.9","VALDECI DA SILVA VIANA","BUJARU","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","400","NELSON LISBOA DA SILVA","CONCÓRDIA DO PARÁ","DEM","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","ELEITO"
"40","200","ELIVALDO RIBEIRO GUIMARÃES","CURUÁ","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","2750","ADELIA DE ARAUJO PEREIRA","SANTANA DO ARAGUAIA","PSD","TO","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"47","933.6","ANTONIA RIBEIRO DE OLIVEIRA","PONTA DE PEDRAS","PT","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"45","441.8","EDILSON LOPES DE SOUSA","MÃE DO RIO","PTB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"39","575","ANTONIO CLEISSON DE AGUIAR RODRIGUES","MOCAJUBA","SOLIDARIEDADE","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"39","1024.9","MARIA WANDERLY SABINO DE ARAUJO","ELDORADO DOS CARAJÁS","MDB","MA","FEMININO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"43","1567.5","NOE ANTONIO LUZ","JACAREACANGA","PSC","PI","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"39","1244.27","IESLEY VIEIRA GONZAGA","ACARÁ","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","2792.79","VALMIR LAIA SOUZA","JACUNDÁ","AVANTE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
